make,model,variant,cc,seating_capacity,fuel_type,local_output,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ZEST,XT QUADRAJET 90PS DIESEL,1248,5,DIESEL,28493,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XMA Diesel,1497,5,DIESEL,39203,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XMA Petrol,1198,5,PETROL,39202,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,CRDE 7STR,2609,7,DIESEL,19130,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,SLX 4WD,2498,7,DIESEL,12715,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,INVADER GLX,2498,8,DIESEL,17445,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,ASTA 1.2 KAPPA2,1197,5,PETROL,22891,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,MAGNA 1.1 IRDE2,1086,5,PETROL,22896,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA TRANSFORM,1.5 SX CRDI,1493,5,DIESEL,20102,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,D-LITE 1.1 IRDE2,1086,5,PETROL,22898,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20,Elite i20 Magna 1.4 CRDI Executive,1396,5,DIESEL,36530,,,,,,,,,,,,,,,,,,,
HYUNDAI,EON,ERA,814,5,PETROL,22631,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,JETTA,HIGHLINE TDI,1968,5,DIESEL,22634,,,,,,,,,,,,,,,,,,,
PORSCHE,CAYENNE,DIESEL,2967,5,DIESEL,25608,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,PLUS AC 9STR,2523,9,DIESEL,21038,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,INVADER DI,2523,7,DIESEL,17444,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,1.5 TDI CR ELEGANCE BLACK,1498,5,DIESEL,28730,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA,2.5 GX 8 SEATER,2494,8,DIESEL,33376,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA,2.5 GX 7 SEATER,2494,7,DIESEL,33375,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA,AERO LIMITED EDITION 7 STR,2494,7,DIESEL,36421,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S9 2WD 7STR,2179,7,DIESEL,40214,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,TITANIUM DIESEL,1498,5,DIESEL,22422,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,XL 7-SEATER,2523,7,DIESEL,12719,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,XL 10-SEATER NON-AC,2523,10,DIESEL,12718,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,XL 7-SEATER NON-AC,2523,7,DIESEL,12720,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,ONYX 1.6 MPI LE,1598,5,PETROL,39471,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,ONYX 1.6 MPI AT,1598,5,PETROL,39470,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,MAGNA (O),1086,5,PETROL,16999,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,MAGNA (O) WITH SUNROOF,1086,5,PETROL,17000,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO XING,GL,1086,5,PETROL,12665,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA,XI,1599,5,PETROL,12701,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA,I,1599,5,PETROL,12694,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA,VGT CRDI,1493,5,DIESEL,12695,,,,,,,,,,,,,,,,,,,
HYUNDAI,TUCSON,2WD MT PETROL,1999,5,PETROL,33599,,,,,,,,,,,,,,,,,,,
HYUNDAI,TUCSON,2WD AT GL PETROL,1999,5,PETROL,33600,,,,,,,,,,,,,,,,,,,
MAHINDRA.,XUV 500,W10,2179,7,DIESEL,29868,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,JETTA,2.0 L COMFORTLINE,1968,5,DIESEL,33122,,,,,,,,,,,,,,,,,,,
HYUNDAI,GETZ PRIME,1.3 GLS,1341,5,PETROL,12648,,,,,,,,,,,,,,,,,,,
HYUNDAI,GETZ PRIME,1.3 GLX,1341,5,PETROL,12649,,,,,,,,,,,,,,,,,,,
HYUNDAI,GETZ PRIME,1.3 GVS,1341,5,PETROL,12650,,,,,,,,,,,,,,,,,,,
HYUNDAI,GETZ PRIME,1.5 GVS CRDI,1493,5,DIESEL,12651,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO,1.1 LP,1086,5,PETROL,17656,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,MAGNA,1086,5,PETROL,12657,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO,GL LPG,1086,5,LPG,17434,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S3 2WD 7STR,2523,7,DIESEL,37556,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S7 120 2WD 7STR,2179,7,DIESEL,37557,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K6 Plus 5 Str Petrol,1198,5,PETROL,30978,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K6 Plus 6 Str Petrol,1198,6,PETROL,30977,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K8 5 Str Petrol,1198,5,PETROL,30976,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K8 6 Str Petrol,1198,6,PETROL,30975,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K2 6 Str Diesel,1198,6,DIESEL,30962,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K2 Plus 6 Str Diesel,1198,6,DIESEL,30961,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,1.5 TDI CR ELEGANCE BLACK AT,1498,5,DIESEL,28729,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,1.5 TDI CR AMBITION PLUS,1498,5,DIESEL,28734,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,2.5 V6 TDI,2496,5,DIESEL,26052,,,,,,,,,,,,,,,,,,,
FORD,ENDEAVOUR,TDCI 4X2 XLT - LIMITED EDITION,2499,7,DIESEL,12511,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S10 1.99 7STR,1997,7,DIESEL,31916,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S10 1.99 8STR,1997,8,DIESEL,31915,,,,,,,,,,,,,,,,,,,
MAHINDRA,SUPRO,ZX 5STR,909,5,DIESEL,30724,,,,,,,,,,,,,,,,,,,
LAMBORGHINI,AVENTADOR,S ROADSTER,6498,2,PETROL,38966,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,ELEGANCE 1.6 TDI CR MT,1598,5,DIESEL,22724,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,JD,1364,5,DIESEL,30078,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,M2DI,2523,7,DIESEL,17451,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S11 2WD 7STR,2179,7,DIESEL,37561,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S6 7STR,2179,7,DIESEL,28671,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S4 7STR,2179,7,DIESEL,28673,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,ADVENTURE 4WD,2179,7,DIESEL,31844,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,VLX 2.2 MHAWK BS - III,2179,7,DIESEL,12727,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,VLX 2.2 mHAWK BS IV AIRBAG,2179,7,DIESEL,18899,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,VD SP,1364,5,DIESEL,28403,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,ELEGANCE 2.0 TDI CR AT,1968,5,DIESEL,27085,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,VLX 2.2 MHAWK BS IV,2179,7,DIESEL,12728,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,EX 10 SEATER,2523,10,DIESEL,35796,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,LX 7STR,2179,7,DIESEL,27275,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,LX 2.6 TURBO,2609,7,DIESEL,17019,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,VXI AGS,998,5,PETROL,42010,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,VXI PLUS,998,5,PETROL,42009,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S2 8STR,2523,8,DIESEL,28682,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,2WD REV 116,1998,7,PETROL,18992,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S11 4WD 8STR,2179,8,DIESEL,37564,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S10 4WD 1.99 7STR,1997,7,DIESEL,31914,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S10 4WD 1.99 8STR,1997,8,DIESEL,31913,,,,,,,,,,,,,,,,,,,
HYUNDAI,TUCSON,2WD AT GLS DIESEL,1995,5,DIESEL,33603,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO XING,GL PLUS CNG,1086,5,CNG,38416,,,,,,,,,,,,,,,,,,,
HYUNDAI,TUCSON,2WD AT GLS PETROL,1999,5,PETROL,38150,,,,,,,,,,,,,,,,,,,
HYUNDAI,XCENT,1.2 CRDI SX (O),1186,5,DIESEL,38275,,,,,,,,,,,,,,,,,,,
HYUNDAI,XCENT,1.2 CRDI S,1186,5,DIESEL,38273,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,SPORTZ OPTION,1197,5,PETROL,21010,,,,,,,,,,,,,,,,,,,
HYUNDAI,GETZ,GLE,1341,5,PETROL,12640,,,,,,,,,,,,,,,,,,,
HYUNDAI,ELANTRA,CRDI,1991,5,DIESEL,12632,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,POWER PLUS SLX,1493,7,DIESEL,32505,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,DI AC 8STR,2523,8,DIESEL,31251,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,XLS 9STR AC,2523,9,DIESEL,30774,,,,,,,,,,,,,,,,,,,
MAHINDRA,QUANTO,C6,1493,7,DIESEL,25271,,,,,,,,,,,,,,,,,,,
HYUNDAI,EON,1.0 Kappa Magna +,998,5,PETROL,28035,,,,,,,,,,,,,,,,,,,
HYUNDAI,FLUIDIC VERNA,4S 1.6 VTVT SX,1591,5,PETROL,29538,,,,,,,,,,,,,,,,,,,
MAHINDRA,SUPRO,VX 7STR,909,7,DIESEL,38149,,,,,,,,,,,,,,,,,,,
HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT DUAL TONE,1197,5,PETROL,41784,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA,1.6 GLS,1559,5,PETROL,20259,,,,,,,,,,,,,,,,,,,
HYUNDAI,ACCENT,GTX - TORNADO,1599,5,PETROL,16995,,,,,,,,,,,,,,,,,,,
HYUNDAI,ACCENT,GLS,1495,5,PETROL,18734,,,,,,,,,,,,,,,,,,,
HYUNDAI,GETZ,GETZ GL,1341,5,PETROL,12639,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,FORTUNER,2.8 4x2 AT,2755,7,DIESEL,33505,,,,,,,,,,,,,,,,,,,
HYUNDAI,ACCENT,GVS,1495,5,PETROL,17512,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO,GLS AUDIO,1086,5,PETROL,21060,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,MAGNA 1.1 LPG,1086,5,LPG,22890,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,V-CLASS,EXCLUSIVE LWB,2143,6,DIESEL,40546,,,,,,,,,,,,,,,,,,,
HONDA,CITY 2008,1.5 S AT,1497,5,PETROL,12610,,,,,,,,,,,,,,,,,,,
HYUNDAI,EON,D LITE + LPG,814,5,LPG,23036,,,,,,,,,,,,,,,,,,,
HYUNDAI,FLUIDIC VERNA,1.6 CRDi SX (O),1582,5,DIESEL,22028,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEO FLUIDIC ELANTRA,1.6 SX (O) AT,1582,5,DIESEL,32316,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20,1.4L ASTA (AT) Diesel,1396,5,DIESEL,32885,,,,,,,,,,,,,,,,,,,
MARUTI,CIAZ,SIGMA 1.5 MT,1462,5,PETROL,39250,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,LX 4WD NON AC BSIV 7STR,2523,7,DIESEL,38016,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,CAMPER GOLD VX 2WD BISV,2523,5,DIESEL,39173,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,LX 2.2 mHawk,2179,9,DIESEL,18029,,,,,,,,,,,,,,,,,,,
MASERATI,LEVANTE,V6 TURBO DIESEL,2987,5,DIESEL,37072,,,,,,,,,,,,,,,,,,,
FORD,ENDEAVOUR,3.0L 4X2 AT,2953,7,DIESEL,27434,,,,,,,,,,,,,,,,,,,
FORD,ENDEAVOUR,2.2L 4X2 TREND AT,2198,7,DIESEL,31198,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,TREND 1.5 TDCi,1498,5,DIESEL,27513,,,,,,,,,,,,,,,,,,,
VOLVO,XC60,D4 R-DESIGN,1969,5,DIESEL,30357,,,,,,,,,,,,,,,,,,,
VOLVO,XC90,D5 MOMENTUM,1969,7,DIESEL,30390,,,,,,,,,,,,,,,,,,,
VOLVO,XC90,D5 INSCRIPTION,1969,7,DIESEL,30391,,,,,,,,,,,,,,,,,,,
VOLVO,XC60,SUMMUM D5,2400,5,DIESEL,29408,,,,,,,,,,,,,,,,,,,
VOLVO,S80,D5,2400,5,DIESEL,13088,,,,,,,,,,,,,,,,,,,
MARUTI,VITARA BREZZA,VDI,1248,5,DIESEL,31271,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,CAPTIVA,2.2 LTZ AWD,2231,7,DIESEL,25936,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,CAPTIVA,2.0 VCDI,1991,7,DIESEL,12543,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,CAPTIVA,XTREME,1991,7,DIESEL,18888,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,CAPTIVA,VCDI AT,1991,7,DIESEL,12544,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,VX DIESEL,1498,5,DIESEL,26115,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,EX DIESEL,1498,5,DIESEL,26110,,,,,,,,,,,,,,,,,,,
MAHINDRA.,XUV 500,W8 FWD,2179,7,DIESEL,24258,,,,,,,,,,,,,,,,,,,
MAHINDRA.,XUV 500,W11 (O),2179,7,DIESEL,38513,,,,,,,,,,,,,,,,,,,
PORSCHE,PANAMERA,4.0 GTS,3996,5,PETROL,42024,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,AMBIENTE DIESEL,1498,5,DIESEL,28179,,,,,,,,,,,,,,,,,,,
FORD,FIESTA,TITANIUM PLUS DIESEL,1498,5,DIESEL,22421,,,,,,,,,,,,,,,,,,,
FORD,CLASSIC,1.4 TDCI CLXI,1399,5,DIESEL,27407,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,L & K 2.0 TDI CR AT,1968,5,DIESEL,37239,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,STYLE 2.0 TDI CR AT,1968,5,DIESEL,37112,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,STYLE 2.0 TDI CR MT,1968,5,DIESEL,37111,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,STYLE 2.0 TDI AT,1968,5,DIESEL,35750,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S6 PLUS 7STR,2179,7,DIESEL,28670,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S10 4WD 7STR,2179,7,DIESEL,28667,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K4 Plus 6 Str NXT Petrol,1198,6,PETROL,37360,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K8 6 Str Dual Tone NXT Petrol,1198,6,PETROL,37365,,,,,,,,,,,,,,,,,,,
MAHINDRA.,KUV 100,K4 Plus 5 Str NXT Diesel,1198,5,DIESEL,37350,,,,,,,,,,,,,,,,,,,
MARUTI,WAGON R,1.2 VXI AGS,1197,5,PETROL,40504,,,,,,,,,,,,,,,,,,,
MAHINDRA,SUPRO,VX 5STR,909,5,DIESEL,30726,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,GT TSI SPORT,1197,5,PETROL,37216,,,,,,,,,,,,,,,,,,,
MAHINDRA,IMPERIO,DC VX 2WD BS4,2489,5,DIESEL,37767,,,,,,,,,,,,,,,,,,,
MAHINDRA,IMPERIO,DC VX 2WD BS III,2489,5,DIESEL,38293,,,,,,,,,,,,,,,,,,,
MAHINDRA,XYLO,E4,2498,7,DIESEL,12731,,,,,,,,,,,,,,,,,,,
MAHINDRA,MARAZZO,M2 7STR,1497,7,DIESEL,39346,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,SPORTZ 1.2 KAPPA2 (O),1197,5,PETROL,22893,,,,,,,,,,,,,,,,,,,
HYUNDAI,FLUIDIC VERNA,1.6 CRDi SX (O) AT,1582,5,DIESEL,22027,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTA FE,4 WD,2199,7,DIESEL,20828,,,,,,,,,,,,,,,,,,,
HYUNDAI,ACCENT,DLS,1527,5,DIESEL,19701,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20,1.4 ASTA CRDI,1396,5,DIESEL,22591,,,,,,,,,,,,,,,,,,,
MAHINDRA,VERITO,1.5 D6 BS III,1461,5,DIESEL,21898,,,,,,,,,,,,,,,,,,,
MAHINDRA,VERITO,1.5 D2 BS IV,1461,5,DIESEL,21903,,,,,,,,,,,,,,,,,,,
MAHINDRA,VERITO,1.5 D6 BS IV,1461,5,DIESEL,21899,,,,,,,,,,,,,,,,,,,
MAHINDRA,COMMANDER,CDR 650 DI,2523,7,Diesel,17608,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,1.5 TDI CR ELEGANCE AT,1498,5,DIESEL,28731,,,,,,,,,,,,,,,,,,,
FORD,ENDEAVOUR,2.2L 4X4 TREND MT,2198,7,DIESEL,31202,,,,,,,,,,,,,,,,,,,
FORD,ENDEAVOUR,3.0 THUNDER PLUS 4X4,2953,7,DIESEL,12509,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,1.5 TDI CR STYLE PLUS BLACK PACKAGE,1498,5,DIESEL,30806,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,SLX,2523,7,DIESEL,26511,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,MDI TC NGT 8STR,2523,8,DIESEL,19359,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,ELEGANCE 2.0 TDI CR AT,1968,5,DIESEL,30625,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,TITANIUM 1.5 TDCI,1498,5,DIESEL,27484,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,TREND PLUS 1.5 TDCi,1498,5,DIESEL,30830,,,,,,,,,,,,,,,,,,,
VOLVO,XC90,V8,4414,5,PETROL,36894,,,,,,,,,,,,,,,,,,,
HONDA,CITY ZX,VTEC,1497,5,PETROL,12615,,,,,,,,,,,,,,,,,,,
HONDA,CITY ZX,CVT,1497,5,PETROL,12612,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,250 CDI AVANTGARDE,2143,5,DIESEL,25740,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA TRANSFORM,1.5 SX AT CRDI,1493,5,DIESEL,20103,,,,,,,,,,,,,,,,,,,
HYUNDAI,ACCENT,GLS 1.6 ABS,1599,5,PETROL,16994,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO,ZIPDRIVE LS,999,5,PETROL,21752,,,,,,,,,,,,,,,,,,,
HYUNDAI,ELANTRA,GLS (LEATHER),1795,5,PETROL,12636,,,,,,,,,,,,,,,,,,,
HYUNDAI,SANTRO XING,GL PLUS LPG,1086,5,LPG,21838,,,,,,,,,,,,,,,,,,,
HYUNDAI,ACCENT,GLX,1495,5,PETROL,19146,,,,,,,,,,,,,,,,,,,
MAHINDRA,MM 550,550 DP,2112,8,Diesel,17615,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S7 140 2WD 8STR,2179,8,DIESEL,37560,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S11 4WD 7STR,2179,7,DIESEL,37563,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S7 120 2WD 8STR,2179,8,DIESEL,37558,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S7 140 2WD 7STR,2179,7,DIESEL,37559,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,GETAWAY 4WD BS IV,2179,5,DIESEL,35868,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,GETAWAY 2WD BS IV,2179,5,DIESEL,35867,,,,,,,,,,,,,,,,,,,
MAHINDRA,XYLO,E6 8STR,2498,8,DIESEL,22310,,,,,,,,,,,,,,,,,,,
MAHINDRA,XYLO,E8 ABS 8STR,2498,8,DIESEL,18893,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,MDI TC NGT 7STR,2523,7,DIESEL,19360,,,,,,,,,,,,,,,,,,,
MAHINDRA,QUANTO,C4,1493,7,DIESEL,25272,,,,,,,,,,,,,,,,,,,
HONDA,CITY,1.5 CORPORATE MT,1497,5,PETROL,24423,,,,,,,,,,,,,,,,,,,
FORD,ENDEAVOUR,HURRICANE LIMITED EDITION,2953,7,DIESEL,22974,,,,,,,,,,,,,,,,,,,
SKODA,RAPID,1.5 TDI CR ACTIVE,1498,5,DIESEL,28735,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,2.6 TURBO 7-SEATER,2609,7,DIESEL,17015,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,DLX,2609,7,DIESEL,19513,,,,,,,,,,,,,,,,,,,
MAHINDRA,VERITO,1.5 D4 BS IV,1461,5,DIESEL,21901,,,,,,,,,,,,,,,,,,,
MAHINDRA,PROTO FAV 5,NULL,2523,4,DIESEL,20403,,,,,,,,,,,,,,,,,,,
FIAT,500,SPORT,1248,4,DIESEL,12464,,,,,,,,,,,,,,,,,,,
HYUNDAI,TUCSON,2WD MT DIESEL,1995,5,DIESEL,33601,,,,,,,,,,,,,,,,,,,
HYUNDAI,TUCSON,2WD AT GL DIESEL,1995,5,DIESEL,33602,,,,,,,,,,,,,,,,,,,
MAHINDRA,VERITO,1.4 G4 BS III,1390,5,PETROL,21907,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,ZLX 7 STR,2523,7,DIESEL,22686,,,,,,,,,,,,,,,,,,,
MAHINDRA,BOLERO,DI AC 7STR,2523,7,DIESEL,32561,,,,,,,,,,,,,,,,,,,
HONDA,CITY 2008,1.5 S MT,1497,5,PETROL,12611,,,,,,,,,,,,,,,,,,,
MAHINDRA,XYLO,CELEBRATION,2498,7,PETROL,18579,,,,,,,,,,,,,,,,,,,
FORD,IKON,1.3 CNG,1299,5,CNG,32995,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,STD,998,5,PETROL,42005,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,VXI,998,5,PETROL,42003,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,LXI (O),998,5,PETROL,42004,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,STD (O),998,5,PETROL,42006,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,LXI,998,5,PETROL,42007,,,,,,,,,,,,,,,,,,,
FIAT,UNO,1.7 TREND,1697,5,DIESEL,17424,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,ASTA 1.2,1197,5,PETROL,12652,,,,,,,,,,,,,,,,,,,
HYUNDAI,I10,ASTA 1.2 AT WITH SUNROOF,1197,5,PETROL,12653,,,,,,,,,,,,,,,,,,,
HYUNDAI,VERNA,1.6 CRDI EX AT,1582,5,DIESEL,37049,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,S CVT PETROL,1199,5,PETROL,31815,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S10 4WD 8STR,2179,8,DIESEL,28675,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,SLX 2.6 TURBO 7-SEATER,2609,7,DIESEL,17021,,,,,,,,,,,,,,,,,,,
MAHINDRA,TUV 500,T8+ AMT,1493,7,DIESEL,33516,,,,,,,,,,,,,,,,,,,
MAHINDRA,E20,PLUS P8,999,4,ELECTRIC,35728,,,,,,,,,,,,,,,,,,,
MAHINDRA,E20,PLUS P6,999,4,ELECTRIC,35727,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA,2.5 EV PS - 7-SEATER,2494,7,DIESEL,13056,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,1.5 GT TDI,1498,5,DIESEL,29342,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,1.5L COMFORTLINE (D),1498,5,DIESEL,28282,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,1.5L HIGHLINE (D),1498,5,DIESEL,28284,,,,,,,,,,,,,,,,,,,
HONDA,NEW JAZZ,V CVT,1199,5,PETROL,30017,,,,,,,,,,,,,,,,,,,
HONDA,NEW JAZZ,S MT,1199,5,PETROL,30025,,,,,,,,,,,,,,,,,,,
HONDA,NEW JAZZ,VX MT,1199,5,PETROL,30019,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLA,200 CDI SPORT,2143,5,DIESEL,28762,,,,,,,,,,,,,,,,,,,
BMW,X5,xDRIVE 30D 7STR,2993,7,DIESEL,26083,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,BEAT,1.0 TCDi,936,5,DIESEL,26494,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,525D 3.0,2993,5,DIESEL,20801,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,525D SEDAN,2497,5,DIESEL,16933,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S4 1.99 9STR,1997,9,DIESEL,31911,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S4 PLUS 1.99 7STR,1997,7,DIESEL,31910,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLE,400D 4MATIC LWB HIP HOP EDITION,2925,5,DIESEL,42762,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLE,300D 4MATIC LWB,1950,5,DIESEL,42761,,,,,,,,,,,,,,,,,,,
HYUNDAI,EON,1.0 Kappa Magna Plus (O),998,5,PETROL,29329,,,,,,,,,,,,,,,,,,,
